Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
Frosinone,38,35.94,33.07,44.79,39.06,83.07,87.5,40.62,37.24,37.5,37.5,61.98,61.46,28.65,27.6,1.56,7.81,32.29,12.76,47.4,28.65,41.67,41.15,37.5,28.65,36.98,20.31,19.79,17.19,40.62,47.4,18.23,17.97,78.65,54.69,5.99,64.84,40.62,35.94,59.38,47.92,38.54,39.06,26.04,35.94,61.46,42.19,28.65,28.12,36.98,48.96,27.08,37.5,78.12,68.49,45.57,83.85,58.07,79.69,83.33,30.73,35.68,30.21,62.5,21.35,9.38,21.88,63.02,46.35,36.98,69.79,53.39,73.96,94.79,53.39,7.81,39.06,48.44,54.17,17.45,60.94,29.69,22.92,73.7,34.11,34.9,38.02,29.69,16.67,86.46,40.89,17.97,40.89,58.85,23.44,7.29,36.46,9.9,7.29,19.79,3.65,26.04
Fulham,38,59.38,52.34,62.5,66.93,22.66,15.89,62.24,60.94,66.67,70.31,65.1,65.62,70.83,71.88,66.67,67.71,64.32,46.35,62.5,48.96,77.08,78.12,53.12,53.65,53.65,78.12,59.9,80.21,70.31,57.03,82.29,73.44,40.36,52.86,81.25,52.6,40.62,72.4,80.21,89.06,54.69,63.54,58.85,72.4,15.62,27.08,52.08,57.29,39.32,80.99,44.27,67.19,49.22,41.41,22.92,87.5,15.36,76.56,25.0,30.73,14.32,46.35,54.17,41.67,5.73,38.02,71.35,75.52,62.24,69.79,80.73,32.29,41.15,59.38,35.94,44.79,88.54,50.26,23.7,37.76,23.7,55.21,53.12,73.96,53.65,61.72,61.98,75.52,28.91,57.55,43.23,56.25,65.62,61.46,54.69,37.5,76.04,31.25,65.89,29.69,24.48
Genoa,38,34.9,8.59,16.67,11.46,59.11,53.65,15.62,37.24,19.27,16.67,21.88,19.79,19.79,18.23,29.69,42.97,26.56,9.38,16.15,12.5,16.67,50.0,11.46,8.33,11.46,55.73,35.42,61.72,57.81,22.66,36.98,34.64,64.84,69.01,57.29,67.45,61.2,14.58,56.77,38.54,18.23,11.46,9.38,14.58,4.69,4.69,19.79,15.62,5.73,49.48,69.79,19.27,58.85,53.91,22.92,49.74,34.38,82.55,34.64,68.75,47.14,8.85,85.68,34.9,41.41,73.96,18.23,19.79,51.3,31.77,31.25,73.96,41.15,20.05,85.94,79.69,78.65,5.73,17.45,86.72,90.36,57.29,79.17,60.68,9.9,17.19,8.33,35.16,65.62,86.2,76.04,26.56,34.9,27.6,28.65,28.91,18.75,38.8,48.44,68.23,76.3
Getafe,38,31.77,33.07,34.38,41.93,67.19,63.02,29.17,27.86,7.81,11.98,11.46,10.94,4.17,5.73,71.88,97.92,26.56,21.61,28.91,39.84,16.15,87.5,18.49,6.25,18.75,46.09,43.23,30.99,63.54,68.23,46.09,36.46,66.15,4.69,39.06,50.78,86.2,10.94,6.25,1.04,25.0,34.9,23.7,10.94,16.15,14.06,7.29,22.92,21.88,50.0,77.08,7.81,1.56,7.81,9.9,1.04,56.25,25.52,34.64,38.8,77.86,28.12,90.62,6.51,18.23,52.08,55.47,55.73,62.24,61.72,53.39,73.96,87.76,56.77,98.44,98.44,26.56,13.02,82.81,35.94,20.05,86.46,92.71,67.71,13.02,27.86,21.88,42.71,76.56,36.72,39.06,3.12,8.85,3.12,10.42,60.94,21.88,68.23,53.65,59.11,22.14
Girona,38,92.71,89.06,51.56,69.27,75.52,72.4,60.94,95.05,85.42,82.81,86.98,86.98,81.77,79.69,45.83,15.62,92.19,90.36,61.2,84.38,79.43,70.83,79.17,92.71,79.17,19.27,29.69,27.6,35.16,20.05,30.47,15.89,90.1,15.89,11.2,38.02,14.58,80.73,72.92,84.9,75.0,71.88,80.21,80.73,76.3,72.14,79.17,80.21,82.29,44.79,11.46,85.42,69.79,68.49,77.08,72.92,78.12,10.68,77.34,38.8,77.86,37.5,15.1,80.21,5.73,71.35,50.52,59.38,72.14,61.72,53.39,73.96,87.76,43.49,45.83,40.1,58.33,61.72,50.0,59.11,77.34,38.02,16.15,23.96,82.29,72.4,83.33,28.65,76.56,82.03,42.19,92.19,95.05,95.31,75.52,87.76,63.8,82.55,78.12,55.99,73.96
Gladbach,34,70.83,57.03,65.89,53.65,63.8,63.02,68.23,70.83,53.12,53.65,64.06,65.1,50.52,50.52,17.71,17.97,75.78,68.75,78.91,19.27,50.0,76.82,43.75,52.08,44.27,66.93,55.21,67.19,83.85,9.64,68.23,45.57,73.7,92.71,82.29,93.75,28.12,59.9,86.46,93.23,47.92,27.34,47.92,59.9,32.81,25.52,46.88,49.48,56.51,94.79,20.31,53.65,70.57,58.33,45.57,90.62,41.67,59.9,56.77,38.8,77.86,59.64,69.53,37.5,23.18,18.23,90.89,91.41,21.09,61.72,73.18,32.29,41.15,76.04,51.04,46.88,70.83,85.42,33.33,83.85,54.69,50.78,65.1,75.52,46.88,68.75,52.34,63.02,28.91,83.85,55.73,49.48,54.43,48.96,37.5,67.71,20.31,22.14,50.52,46.88,39.58
Granada,38,15.89,23.7,14.58,14.84,59.11,72.4,16.67,17.71,20.31,19.79,23.96,20.83,19.27,17.71,45.31,77.6,26.56,29.43,10.94,9.38,34.64,78.12,9.38,19.01,9.38,63.54,53.39,75.0,49.74,25.52,42.97,55.21,38.54,30.73,21.35,59.11,6.25,17.71,40.1,60.42,20.31,8.85,20.57,17.71,47.4,45.31,23.96,20.31,14.06,37.5,57.55,19.79,24.48,41.41,45.57,15.1,92.19,32.29,63.28,50.52,35.68,16.67,52.6,35.42,54.69,13.54,77.08,65.89,13.8,50.0,53.39,32.29,87.76,83.33,82.81,79.17,53.12,71.35,65.1,59.9,59.38,74.48,58.59,46.35,8.85,15.62,23.96,45.05,65.62,19.53,26.56,20.83,45.83,28.65,19.79,23.44,48.96,25.78,19.27,55.99,54.95
Heidenheim,34,53.65,29.17,30.47,20.31,26.56,25.0,23.96,57.29,14.06,20.31,4.17,7.29,23.96,28.65,86.98,93.23,59.38,46.35,22.4,6.77,17.19,61.2,14.06,29.69,13.54,73.44,65.1,85.42,64.06,42.71,57.29,69.27,28.12,90.62,59.11,83.85,87.5,22.4,67.71,64.58,15.62,22.92,26.82,22.4,25.0,19.27,14.58,26.56,8.33,27.86,51.82,14.06,89.32,68.49,77.08,24.74,14.58,88.28,20.83,15.36,22.14,68.75,97.4,7.81,7.29,35.94,73.96,77.6,36.98,85.16,80.73,73.96,96.35,67.97,92.19,82.81,77.08,74.48,93.75,67.19,42.45,13.28,95.83,34.9,15.62,27.86,19.79,65.1,89.32,78.12,77.08,5.73,1.04,9.38,51.04,22.4,11.2,51.3,63.02,85.16,37.5
Hellas Verona,38,22.66,14.58,28.12,36.98,31.77,63.02,32.81,27.86,6.77,8.85,3.65,3.65,11.98,11.46,70.31,86.46,32.29,6.77,37.76,27.34,13.28,75.78,16.15,24.48,15.89,54.17,61.46,54.43,54.69,44.01,47.66,36.98,67.97,36.46,36.46,60.42,35.94,8.33,14.32,10.42,19.79,9.9,11.46,8.33,20.57,21.88,10.42,22.4,14.58,40.62,75.26,6.77,38.8,21.61,33.07,8.33,60.94,58.59,47.4,82.55,47.14,47.4,96.09,11.98,16.93,60.94,43.49,47.4,45.83,17.97,24.48,32.29,41.15,23.18,97.4,93.23,28.65,6.77,80.73,45.57,29.69,65.36,93.75,55.99,16.41,30.73,11.2,53.91,28.91,44.79,82.81,6.77,4.69,12.5,34.9,76.82,33.85,17.45,60.94,85.16,32.81
Hoffenheim,34,82.29,75.0,67.71,70.31,75.52,63.02,69.27,80.73,52.6,56.25,56.77,58.85,52.6,53.12,56.77,70.31,81.25,84.64,64.84,61.98,65.1,66.41,59.38,35.68,59.9,31.51,29.17,65.1,18.23,13.54,44.27,46.88,48.44,68.23,89.58,85.42,43.49,60.42,87.5,61.46,58.85,56.25,57.29,60.42,29.17,17.45,42.19,38.8,47.66,74.22,81.77,52.6,27.34,23.44,11.98,89.58,36.46,62.5,66.15,53.65,47.14,65.36,80.73,29.17,7.81,20.05,93.23,94.79,13.02,46.88,27.86,92.97,41.15,89.58,83.85,72.4,75.52,70.83,68.49,86.72,64.58,95.83,77.6,86.98,57.29,73.96,57.29,32.81,89.32,88.54,50.52,43.23,52.08,37.5,40.62,32.03,7.29,72.66,51.04,69.79,46.88
Inter,38,95.31,95.83,84.9,80.73,95.83,94.79,88.54,95.05,88.54,85.42,85.94,85.42,85.94,84.9,91.15,58.07,89.32,88.02,85.94,73.96,93.75,95.31,72.92,70.83,72.92,17.45,19.27,21.61,30.47,35.42,10.42,6.77,92.71,10.42,21.35,17.19,82.55,82.81,60.42,80.73,77.6,83.33,83.85,82.81,3.12,5.21,74.48,74.48,50.26,95.83,96.35,88.54,96.35,68.49,77.08,73.96,35.68,27.34,93.75,68.75,77.86,4.43,67.19,83.33,45.57,99.48,5.21,15.1,98.7,31.77,24.48,73.96,87.76,2.6,16.67,8.33,67.97,35.68,35.94,33.85,36.2,10.42,40.89,98.18,72.92,90.62,88.54,12.24,76.56,71.35,98.96,89.58,87.5,89.06,94.27,51.82,36.98,95.83,96.88,90.1,40.62
Juventus,38,54.69,64.84,72.92,36.98,31.77,45.31,72.4,53.39,49.48,43.75,39.06,34.9,57.29,54.17,82.81,51.56,55.21,55.47,78.12,61.46,51.82,90.36,55.21,66.41,53.12,30.21,48.7,32.29,46.88,44.01,25.26,2.6,99.48,15.1,9.11,49.48,94.53,40.62,17.19,14.58,53.12,59.38,63.02,40.62,26.56,24.48,38.02,55.21,63.54,61.98,56.77,49.48,40.89,62.24,45.57,30.47,19.79,36.98,34.64,78.12,35.68,10.94,53.65,69.53,50.78,94.27,5.73,12.24,90.1,22.4,24.48,73.96,41.15,3.65,45.31,24.48,16.41,30.73,19.53,83.85,44.01,17.97,45.83,65.62,57.81,71.88,65.1,34.38,65.62,36.72,75.0,65.1,61.98,67.71,88.02,99.48,23.96,48.18,88.02,88.02,35.94
Köln,34,8.85,28.39,60.94,50.0,63.8,63.02,60.42,8.33,31.25,33.85,29.43,31.25,40.62,43.23,15.1,39.06,8.07,50.52,51.56,22.92,23.44,81.25,26.04,61.46,26.04,83.33,82.81,89.06,71.35,20.83,95.31,89.06,26.56,97.92,63.28,80.73,66.15,35.42,58.33,66.15,30.73,34.38,35.94,35.42,24.48,28.91,30.73,52.6,45.57,77.08,43.23,31.25,60.42,35.68,19.27,37.5,34.9,59.9,66.15,74.74,77.86,55.21,86.46,22.92,5.73,24.48,69.53,59.38,21.09,25.78,35.68,32.29,41.15,80.73,42.71,38.54,73.7,7.55,11.46,71.61,17.97,19.53,85.42,69.27,30.21,50.52,35.42,89.06,28.91,8.07,63.54,21.35,23.44,31.25,16.41,70.83,59.38,70.05,29.69,50.52,11.98
Las Palmas,38,13.02,6.77,11.98,12.24,31.77,45.31,16.15,16.15,87.5,89.58,93.23,93.23,68.23,66.15,4.17,6.25,13.54,24.74,14.58,75.0,38.02,17.45,70.31,31.77,68.75,70.83,66.67,68.75,72.14,40.36,55.47,59.38,42.71,37.5,22.92,56.25,40.62,89.58,71.35,95.31,90.62,54.69,12.76,89.58,56.25,55.21,71.35,41.93,17.97,15.1,18.75,87.5,47.14,28.65,45.57,71.35,90.62,11.98,34.64,23.44,26.3,49.22,18.23,47.92,14.58,69.53,37.5,42.97,45.83,77.08,53.39,91.15,87.76,45.05,39.06,51.56,99.48,88.54,10.16,63.54,50.52,97.92,34.9,8.33,61.46,14.58,14.06,65.62,92.71,49.22,11.46,78.12,85.94,76.04,22.14,45.05,56.25,77.6,65.1,20.83,44.27
Lazio,38,42.19,34.9,28.65,26.56,42.19,29.95,27.6,36.2,77.6,77.34,84.9,84.9,62.5,60.42,61.2,38.54,35.16,36.46,33.59,72.92,60.94,29.69,60.94,69.27,61.46,32.81,34.38,24.48,66.15,32.29,36.98,53.39,38.02,47.66,30.73,33.85,82.55,75.52,33.07,53.65,81.77,59.9,42.19,75.52,29.69,27.6,45.83,60.42,35.42,85.94,93.75,78.12,20.57,28.65,33.07,34.9,54.17,36.98,34.64,78.12,77.86,25.0,19.79,60.94,13.02,86.2,29.69,42.97,78.65,22.4,24.48,32.29,87.76,9.38,32.29,27.6,46.35,19.79,27.34,39.32,28.12,17.97,30.47,95.83,63.02,29.17,43.23,33.33,65.62,47.66,22.92,73.44,80.21,64.58,68.23,24.22,37.5,43.23,87.5,63.28,30.73
Le Havre,34,17.45,21.61,22.92,17.71,75.52,72.4,31.25,30.99,31.77,30.73,34.38,35.94,32.29,29.69,15.62,28.91,23.96,21.61,28.91,42.71,19.27,32.55,40.62,18.23,40.89,56.51,50.52,67.97,44.27,29.69,63.28,62.24,44.79,31.25,90.62,51.82,61.2,27.6,26.56,32.29,34.9,29.69,24.48,27.6,46.35,37.76,58.33,54.43,26.56,87.24,49.48,31.77,68.23,16.41,19.27,27.08,38.54,62.5,83.33,63.54,30.99,44.01,69.53,35.94,33.85,63.8,60.16,69.53,45.83,36.98,27.86,73.96,87.76,59.38,58.85,58.85,7.29,35.68,52.6,61.46,68.49,24.48,66.15,79.17,34.38,30.21,18.23,56.77,81.77,29.17,52.08,36.46,14.58,36.98,25.52,46.35,33.33,82.55,79.69,37.5,61.46
Lecce,38,7.81,27.08,64.58,39.06,31.77,45.31,63.28,7.81,16.67,13.02,11.98,11.46,21.88,19.27,50.52,66.67,13.54,7.29,61.98,18.75,11.46,69.01,23.44,44.27,23.44,43.23,53.39,43.49,64.84,32.29,42.97,32.29,72.92,46.09,40.36,54.69,79.69,13.02,36.46,21.88,23.44,11.98,20.57,13.02,44.27,43.49,22.4,32.81,41.15,32.81,20.83,17.19,35.42,28.65,33.07,19.27,84.38,73.18,47.4,50.52,47.14,29.69,70.83,18.23,3.65,52.08,55.47,56.51,36.98,50.0,53.39,73.96,41.15,43.49,43.75,54.69,14.06,40.36,52.08,54.17,27.34,15.62,80.21,22.66,25.0,51.04,19.01,45.05,65.62,6.77,24.48,25.0,16.15,35.42,36.46,76.04,46.88,43.23,57.29,21.88,22.14
Lens,34,52.08,75.0,79.17,75.0,75.52,72.4,76.56,49.22,67.71,69.79,71.35,73.44,61.46,62.5,35.42,19.27,45.05,82.55,76.04,86.98,88.54,91.67,88.54,58.85,88.28,53.65,56.51,13.02,93.23,63.28,69.79,61.46,50.0,54.17,58.33,26.04,25.26,70.83,13.54,11.46,76.04,85.42,68.23,70.83,14.58,22.4,89.58,91.15,24.74,41.93,23.44,68.75,40.89,35.68,45.57,22.4,79.69,19.01,66.15,23.44,47.14,78.65,57.29,70.31,35.68,83.85,34.9,47.4,88.02,77.08,73.18,73.96,87.76,36.46,61.72,41.15,47.4,48.44,21.61,26.82,68.49,61.46,47.92,28.12,83.33,75.26,69.27,66.93,81.77,21.61,81.51,63.54,48.18,54.43,58.85,69.79,54.69,88.02,83.85,89.06,81.51
Leverkusen,34,97.92,97.66,97.14,98.44,85.68,77.34,96.88,98.96,98.44,98.44,99.48,99.48,86.98,86.46,34.9,5.21,99.22,98.96,97.4,98.96,97.92,58.59,99.48,97.92,99.48,9.9,11.98,7.03,19.53,78.65,5.73,3.65,95.83,11.72,7.81,9.38,66.15,98.44,3.12,14.06,99.48,98.96,95.83,98.44,89.06,86.98,94.27,95.83,91.93,71.61,15.62,98.44,82.55,86.2,77.08,96.35,22.4,22.66,83.33,92.97,77.86,90.1,22.66,89.06,27.86,97.4,6.51,16.41,92.97,7.55,9.11,32.29,41.15,4.17,4.69,6.77,10.42,79.69,9.11,6.51,54.69,65.36,15.62,43.23,99.48,97.4,95.31,8.85,28.91,83.85,80.21,96.88,96.88,88.02,90.1,56.77,66.67,86.72,93.75,43.23,86.46
Lille,34,61.46,63.54,58.07,73.18,26.56,25.0,56.25,57.29,81.25,79.17,81.25,82.29,82.81,82.81,52.08,26.56,50.78,74.74,54.69,78.12,56.77,18.75,75.52,71.88,75.52,71.88,79.69,52.08,79.95,76.04,60.94,66.15,35.42,7.03,51.82,34.38,61.2,78.12,26.04,49.48,91.67,58.85,59.38,78.12,78.91,82.03,95.83,79.43,76.56,79.95,27.6,80.21,68.23,49.48,45.57,65.62,97.66,76.04,40.1,53.65,30.99,45.31,18.75,81.25,27.86,87.76,23.7,38.28,88.8,46.88,35.68,88.28,41.15,20.05,21.09,34.38,67.97,22.92,5.21,29.69,50.52,42.71,18.75,61.72,75.0,55.21,60.42,71.61,81.77,49.22,58.85,84.38,71.09,80.21,74.48,59.9,78.65,79.69,86.46,16.67,63.8
Liverpool,38,91.15,98.44,98.96,98.96,67.19,77.34,98.96,86.98,92.19,93.75,90.62,91.15,94.27,95.31,72.92,60.42,89.32,94.01,98.96,94.79,97.4,57.29,96.88,94.27,96.35,77.34,82.03,36.72,91.67,93.49,78.91,92.71,3.65,73.96,28.39,18.75,20.05,94.79,16.67,48.96,95.31,94.79,98.44,94.79,72.14,63.54,91.15,92.19,95.31,51.04,3.65,92.19,76.04,28.65,33.07,40.62,19.79,7.29,83.33,85.16,35.68,86.46,82.81,65.62,15.62,84.9,27.34,41.67,62.24,15.36,20.05,32.29,41.15,15.36,8.85,13.54,92.19,80.21,6.25,9.9,20.05,68.75,58.59,13.02,96.35,98.96,98.44,81.77,28.91,31.51,96.09,79.17,81.25,72.92,64.58,20.57,38.54,51.3,85.94,25.52,36.46
Lorient,34,42.19,21.61,18.75,42.97,19.01,13.8,19.79,30.99,50.0,45.31,51.04,52.08,51.04,47.4,39.06,25.0,35.16,33.85,19.27,50.0,42.19,30.21,50.52,65.1,50.52,39.84,43.75,64.58,27.6,26.56,35.42,43.75,49.48,52.86,82.81,88.02,32.55,46.88,76.04,63.54,50.52,36.46,28.65,46.88,82.29,83.85,79.69,82.29,28.12,39.06,23.96,50.52,70.57,68.49,77.08,48.96,73.96,55.73,20.83,23.44,47.14,54.17,44.53,67.19,6.77,20.05,90.89,94.27,21.09,77.08,85.16,32.29,41.15,84.9,46.35,40.62,35.94,67.19,56.51,94.79,42.45,8.33,38.54,26.3,53.12,18.49,28.12,39.84,28.91,67.97,61.98,64.06,44.79,66.15,59.9,41.41,77.6,51.3,56.25,53.65,25.26
Luton Town,38,50.26,25.52,23.7,25.52,59.11,45.31,25.52,45.57,11.98,11.46,17.71,15.1,7.29,7.29,16.67,71.88,45.83,21.61,24.74,9.9,27.6,72.92,15.1,56.77,14.58,68.75,47.14,70.31,48.44,68.23,50.0,52.08,46.61,82.81,51.04,89.58,14.58,13.54,66.15,31.77,7.29,41.15,42.71,13.54,81.51,73.96,13.54,47.4,54.17,47.92,8.33,11.98,73.7,86.2,77.08,53.12,61.98,47.14,25.0,68.75,14.32,53.12,89.06,14.58,25.52,9.38,86.98,82.81,11.98,31.77,41.67,32.29,41.15,90.62,91.41,94.27,55.47,35.68,91.15,70.05,18.75,94.27,89.58,19.79,21.35,26.56,42.71,46.61,28.91,76.3,52.6,9.9,28.65,14.06,2.6,20.57,46.35,31.25,26.56,32.81,13.54
Lyon,34,58.07,66.15,59.9,75.52,50.78,36.46,53.91,59.38,69.79,68.75,68.23,69.79,65.62,65.1,65.1,38.02,50.78,83.85,59.9,75.52,80.73,63.28,85.42,79.17,84.9,39.84,49.48,31.77,42.19,88.02,32.81,65.1,19.79,18.75,61.98,30.21,43.49,69.27,48.96,55.73,63.02,75.52,79.17,69.79,91.67,94.27,90.62,82.81,79.69,42.71,6.77,69.79,85.42,16.41,45.57,33.07,37.5,62.5,56.77,38.8,47.14,65.36,38.02,73.18,37.76,35.94,70.31,69.53,66.67,61.72,47.14,73.96,87.76,54.17,44.79,42.71,35.42,75.78,49.48,55.21,83.85,42.19,31.25,13.8,84.9,53.65,80.73,41.15,81.77,38.8,69.27,71.35,55.73,69.79,73.44,15.62,84.9,23.96,47.4,45.57,84.38
Mainz 05,34,33.59,45.05,73.96,41.15,19.01,51.04,70.57,33.85,21.88,30.21,24.48,28.65,20.31,27.08,50.0,82.29,48.96,63.54,64.84,41.67,40.89,69.01,34.38,23.96,34.11,64.06,45.31,44.79,88.28,39.06,58.85,40.36,71.09,84.38,86.46,63.28,95.83,33.85,23.18,35.42,34.38,44.79,67.71,33.85,53.12,44.79,14.06,10.94,39.32,37.5,47.92,21.35,8.33,49.48,45.57,9.9,70.83,49.22,56.77,63.54,47.14,80.21,94.79,1.04,32.81,45.31,41.93,39.58,51.3,36.98,35.68,32.29,87.76,63.02,77.6,80.73,52.08,64.06,36.98,40.62,95.05,78.91,98.44,38.54,31.25,65.1,58.85,50.52,65.62,23.44,21.35,7.81,5.73,3.65,18.75,55.99,35.94,66.93,36.98,41.15,94.79
Mallorca,38,13.02,20.83,19.79,21.88,19.01,20.57,22.4,14.32,14.58,15.1,15.62,16.15,13.02,14.06,59.38,87.5,26.56,26.3,20.31,31.77,20.31,87.5,20.83,13.02,20.83,81.25,62.5,84.38,86.72,20.05,78.12,67.71,46.61,11.72,77.6,61.2,66.15,14.06,24.48,16.67,23.96,19.27,22.4,14.06,9.9,20.57,11.98,19.79,11.98,55.73,50.78,14.58,13.02,41.41,33.07,5.21,40.1,5.73,25.0,57.81,47.14,41.41,97.92,7.29,47.92,76.82,29.69,36.2,62.24,42.71,41.67,73.96,41.15,24.48,97.92,96.35,29.95,17.71,82.29,52.86,62.5,29.43,96.35,55.99,17.71,19.27,19.01,73.96,65.62,17.71,76.56,10.94,19.79,10.42,22.92,44.27,73.18,60.42,69.79,76.56,59.38
Manchester City,38,97.4,96.88,97.14,99.48,85.68,87.5,97.4,98.44,99.48,99.48,98.96,98.96,97.4,96.88,75.52,21.88,96.88,97.92,96.88,97.92,96.35,34.64,94.79,98.96,94.79,11.46,11.46,4.17,32.29,93.49,6.77,4.69,94.01,6.25,3.12,4.69,27.08,99.48,12.76,29.69,97.4,99.48,98.96,99.48,70.31,82.81,97.92,99.48,99.48,97.92,22.66,99.48,93.23,62.24,45.57,98.96,37.5,89.06,83.33,78.12,47.14,20.31,6.25,97.4,21.35,90.62,4.17,4.95,78.65,22.4,31.25,32.29,41.15,8.85,34.9,15.62,86.98,43.49,3.65,2.08,54.69,86.98,4.17,89.58,97.92,97.92,99.48,8.33,28.91,79.95,77.6,99.48,98.96,97.92,96.88,40.62,88.8,74.48,63.54,93.23,93.75
Manchester Utd,38,64.32,64.84,78.65,71.09,67.19,63.02,82.81,62.76,60.94,60.94,78.12,79.17,40.1,39.06,25.0,25.52,53.12,50.52,83.85,63.02,72.14,11.98,56.25,78.39,57.29,76.04,77.86,72.4,51.56,84.9,84.38,83.85,20.31,93.75,42.71,86.46,53.91,66.15,93.23,79.17,43.23,78.12,85.94,66.67,59.38,53.12,54.17,61.98,92.71,93.23,30.99,59.9,49.22,68.49,45.57,75.52,8.33,14.06,70.05,38.8,47.14,50.0,34.11,62.5,3.12,41.41,77.08,86.98,51.3,61.72,73.18,32.29,41.15,66.41,40.89,58.33,84.9,26.3,9.11,83.85,79.95,45.83,36.46,78.65,59.9,80.73,84.9,81.25,28.91,51.82,45.31,58.33,67.19,43.75,42.71,48.44,34.9,70.05,77.6,14.06,66.93
Marseille,34,61.46,76.56,75.0,61.72,50.78,36.46,75.0,63.54,68.75,69.27,63.54,64.06,75.52,79.17,46.35,35.42,50.78,80.21,66.67,83.85,79.43,84.38,86.46,67.45,87.5,75.26,80.73,53.65,92.71,53.12,71.09,67.19,41.93,33.33,81.25,47.14,75.26,70.31,9.9,19.79,73.96,80.73,69.53,70.31,32.29,37.76,89.06,90.1,57.81,73.44,33.33,69.27,78.12,23.44,27.6,67.19,82.81,27.34,56.77,74.74,47.14,71.35,26.04,74.48,27.86,71.35,26.56,29.43,45.83,25.78,35.68,32.29,41.15,11.98,15.36,29.69,65.62,21.09,16.67,40.1,28.65,29.43,25.0,59.38,84.38,76.56,71.35,78.91,28.91,34.11,56.77,66.67,55.21,62.5,55.73,64.84,64.58,13.28,61.46,14.58,31.25
Metz,34,27.86,15.89,9.38,10.68,50.78,63.02,8.85,25.78,4.17,3.12,1.56,1.04,11.46,9.9,48.44,69.79,28.65,2.6,7.81,5.73,5.21,38.8,8.07,19.01,8.33,59.38,52.6,83.33,16.41,50.78,26.82,35.94,51.56,70.31,88.02,92.19,66.15,2.6,27.6,10.94,8.85,5.21,5.21,2.6,70.83,59.38,28.12,45.31,10.42,55.21,62.24,4.17,89.32,49.48,77.08,36.98,44.27,77.6,66.15,38.8,77.86,23.44,34.11,22.4,30.21,28.39,81.25,84.64,36.98,61.72,73.18,32.29,41.15,64.84,85.42,90.62,6.25,30.21,89.06,92.71,96.09,21.88,60.42,63.02,7.81,9.9,5.21,38.02,28.91,49.22,3.65,12.5,2.6,20.31,31.77,30.21,31.77,31.25,60.42,24.48,79.69
Milan,38,87.24,84.11,81.77,86.98,67.19,72.4,83.85,90.62,78.65,76.04,79.17,76.04,82.29,80.73,40.62,8.85,84.9,68.23,83.33,66.15,72.14,78.12,66.67,93.23,66.67,29.43,26.04,36.72,45.31,38.02,29.43,15.89,89.06,10.94,8.33,13.54,30.21,73.44,30.73,56.25,76.56,61.98,76.04,73.44,79.69,77.34,69.79,88.02,80.99,80.99,69.79,78.65,51.82,13.28,33.07,60.94,37.5,67.97,70.05,30.73,47.14,5.73,31.25,73.18,54.17,66.15,43.49,51.82,72.14,69.79,80.73,32.29,41.15,21.88,37.5,22.92,84.38,95.83,13.54,25.52,82.29,68.75,28.91,84.38,76.04,85.42,78.65,26.3,28.91,76.3,65.62,88.54,82.29,93.23,85.94,60.42,58.85,22.14,70.83,82.29,93.23
